question,answer1,answer2,neg_risk,spread,best_bid,best_ask,rewards_daily_rate,bid_reward_per_100,ask_reward_per_100,gm_reward_per_100,sm_reward_per_100,min_size,max_spread,tick_size,market_slug,token1,token2,condition_id
Will Gavin Newsom win the 2028 US Presidential Election?,Yes,No,True,0.010000000000000009,0.21,0.22,10,0.04,0.02,0.03,0.03,200,3.5,0.01,will-gavin-newsom-win-the-2028-us-presidential-election,98250445447699368679516529207365255018790721464590833209064266254238063117329,18823838997443878656879952590502524526556504037944392973476854588563571859850,0x4567b275e6b667a6217f5cb4f06a797d3a1eaf1d0281fb5bc8c75e2046ae7e57
Fed decreases interest rates by 50+ bps after December 2025 meeting?,Yes,No,True,0.009999999999999995,0.05,0.06,10,0.46,0.63,0.54,0.55,200,3.5,0.01,fed-decreases-interest-rates-by-50-bps-after-december-2025-meeting,74018646712472971445258547247048869505144598783748525202442089895996249694683,21489772516410038586556744342392982044189999368638682594741395650226594484811,0x6903b766f5fda3d5b02f4472a6b4154419e78b7fd126c0b29ce17bb8e20b20cc
Will Russia invade a NATO country in 2025?,Yes,No,False,0.0019999999999999983,0.025,0.027,10,0.12,0.27,0.18,0.2,100,3.5,0.001,will-russia-invade-a-nato-country-in-2025,2942567299640587090091139148545794488615196042290090815333947905974415750919,112714625848806997860636208910706390701734645675692256752104712853008653142537,0x226c6d5a8de377a56641a498191c5e1f3792b81618841afb8879a5d817f13771
Will  Sudan's Emergency Response Rooms win the Nobel Peace Prize in 2025?,Yes,No,True,0.020000000000000018,0.25,0.27,10,2.2,1.22,1.64,1.71,100,3.5,0.01,will-sudans-emergency-response-rooms-win-the-nobel-peace-prize-in-2025,107116721199986728544350515767850503452587196196155244928960253457980345255778,54141977679316768170401915006170984666751988053332982834691482582147245612477,0x929411eddaf4454dbcfdb0eb01bd484c3b152183ffc6d4d271ed9ec10195ef27
Will the Fed cut-cut-cut in 2025?,Yes,No,True,0.010000000000000009,0.69,0.7,10,1.03,0.12,0.35,0.57,100,3.5,0.01,will-the-fed-cut-cut-cut-in-2025-796,108483415714976290361271305280593264746125309611707698966906198707902268429606,110921136102686507611286488153281770060033941393263656243708827318149484304440,0x557dddb6136459f0e47c106ad9ca1ff975498ce4414d086be54477e4012d45b7
Will Trump meet with Putin by October 31?,Yes,No,False,0.01999999999999999,0.13,0.15,10,0.74,1.7,1.12,1.22,100,3.5,0.01,will-trump-meet-with-putin-by-october-31,85591360014553901122639944470433955734619827824747060905139752605613055473491,88198021860808548620558998729360449224873163807068091203949136865443676451523,0x480bddaf1d050a3adb9a9f1e0e42f770f133906ee428850a127944c31f2c7022
Lisa Cook out as Fed Governor by December 31?,Yes,No,False,0.003999999999999997,0.041,0.045,10,0.17,0.3,0.23,0.24,200,3.5,0.001,lisa-cook-out-as-fed-governor-by-december-31-293,108273461106799243194968535958056255499026165173135604287102518849583967856366,96199010117921207632548458208820026417043630543388600731584176901706480741724,0xb21c15db48e4c5197b7fdc9bf946a277e2ba8aa2cd0f09631a4b440c689ae7a2
Will Mikie Sherrill win by 3-6%?,Yes,No,True,0.009999999999999981,0.17,0.18,10,0.8,1.19,0.98,1.0,100,4.5,0.01,will-mikie-sherrill-win-by-3-6,66539976035442298662477739641845435594456522404651445335477885659596484046539,54125541834109930131304819830169604749528603522705104904639907959736861901518,0x96d3a91aa1c3d07fc505a5142f52f50f4759e7dd2ea7ed79babe87b224ec188c
Will The Life of a Showgirl’s first-week album sales be between 3500000 and 3750000?,Yes,No,True,0.031,0.148,0.179,10,0.56,0.62,0.59,0.59,20,3.5,0.001,will-the-life-of-a-showgirls-first-week-album-sales-be-between-3500000-and-3750000,69804867638681022105161401674022508833387555397259772298737749809077037367127,11186015205357574020849720329364245375772721494611850635464369158303066616408,0xb42e6d22961724aa8a7cabc5ea1f5ed764c234efe4bf19fe445eb95282f6c6a0
"Russia x Ukraine ceasefire by March 31, 2026?",Yes,No,False,0.01999999999999999,0.22,0.24,10,0.62,0.38,0.49,0.5,200,3.5,0.01,russia-x-ukraine-ceasefire-by-march-31-2026,24394670903706558879845790079760859552309100903651562795058188175118941818512,82991837887127223585838300135823820957946688171642633953055760547186260528157,0x1d54eb5eac2cee8f595f3097c65da7d07f8ab5dee63d7c0c6883eb70e1e9af30
Will Trump release more Epstein files in 2025?,Yes,No,False,0.009999999999999953,0.28,0.29,10,0.72,0.41,0.54,0.56,200,3.5,0.01,will-trump-release-more-epstein-files-in-2025-644,96768691374887099980326942973332850154447498340769530905234090664390953848107,76815375037171470590530179781762384046532773616079974567698865003341621350212,0xa4bfb21264493eb8885035e55508c1d26d0a3dc1802e1b31083f09c0eedd0120
Will Donald Trump win the 2028 Republican presidential nomination?,Yes,No,True,0.0010000000000000009,0.04,0.041,10,0.11,0.19,0.14,0.15,200,3.5,0.001,will-donald-trump-win-the-2028-republican-presidential-nomination,3039641309958397001906153616677074061284510636204155275446291716739429262374,27828976648682466778776999076215423777766972981338264154049603024771135223200,0x895e01dbf3e6a33cd9a44ca0f8cdb5df1bd2b0b6ebed5300d28f8da7145145e4
Will Belgium recognize Palestine in 2025?,Yes,No,False,0.020000000000000018,0.21,0.23,10,1.9,1.82,1.86,1.86,20,3.5,0.01,will-belgium-recognize-palestine-in-2025-171,51272687908388571495744246901427837485689074137807299723987891460017575735326,34403506038238243567032054721191716053604125365723885759062760402975324763175,0x1392be596898d55b5b123234812e0ba2838d3e3ee63f75eb39c96da77a9f3c82
Will  Doctors Without Borders (Médecins Sans Frontières) win the Nobel Peace Prize in 2025?,Yes,No,True,0.03,0.06,0.09,10,1.96,2.06,2.01,2.01,100,3.5,0.01,will-doctors-without-borders-mdecins-sans-frontires-win-the-nobel-peace-prize-in-2025,10103079109367431867552627331583724594396896699961599564483277730453465355937,65639401412168966433260966280933352493275727229784426505421078066690383435031,0xbe3877266e119ce1420166dded4f04146030ec78126bcc084f0f8dbf303e28b2
Will Mikie Sherrill win by 6-9%?,Yes,No,True,0.010000000000000009,0.15,0.16,10,1.65,0.57,0.97,1.11,100,4.5,0.01,will-mikie-sherrill-win-by-6-9,13952964960794063989326274285365197639880883339042305543335886465619908439365,76330147105476954604260881244365226350599167773751172818819161151633661830372,0x69b604e3d43293ee5aedc9fa00c8d8380cb7e5a71ef189503a532f083e2b8081
Will Venezuela invade Guyana in 2025?,Yes,No,False,0.017000000000000008,0.052,0.069,10,0.37,0.47,0.42,0.42,50,3.5,0.001,will-venezuela-invade-guyana-in-2025,85732242654840266283962617538988050169410704756377173451764475288942325262048,86462362276774055668591588514172414134269606951447822305538075562368507766329,0xb1cf83b8167431d84edd56d4f6e53caf86c47eb9ab7cd3c598b99dfb78836236
Will Johnson & Johnson (JNJ) beat quarterly earnings?,Yes,No,False,0.010000000000000009,0.9,0.91,10,0.49,0.45,0.47,0.47,200,3.5,0.01,jnj-quarterly-earnings-nongaap-eps-2025-10-14-2pt75,94967653172021634631678548894484707630888851660234188589413188219970319723004,66019573549901006764643563655901667436423675726685003561386543901214862207284,0x0fc38daa09129109a63f738e12d3c2eaa7e9c222d6fa8a570165333a296076f6
Fact check: Was Tyler Robinson a lone actor?,Yes,No,False,0.0050000000000000044,0.951,0.956,10,0.08,0.08,0.08,0.08,200,3.5,0.001,fact-check-was-tyler-robinson-a-lone-actor,31542696193164715831388565509835271962039975265254632982218898552005522670428,14069037704255818491230607562497540788927525958823730944701682235670995988176,0xad0144e9296cf5133595a42c2155be25c8f24eb1a79266c0ec81a40a2f806933
Will Trump pardon Sam Bankman-Fried in 2025?,Yes,No,False,0.010000000000000002,0.04,0.05,10,0.54,0.57,0.55,0.55,100,3.5,0.01,will-trump-pardon-sam-bankman-fried-in-2025,89609266103962977108629792407099253868978882695621575365956299789323176146593,42827115414880182873393199262862868543124623802856747272007682831853807291080,0xfa24ff31c2cd56cc9a0b8a72586e9be9b7661f76da9a23481219fd461e1650c9
Another Russian incursion in Polish airspace by October 31?,Yes,No,False,0.010000000000000009,0.21,0.22,10,1.72,0.98,1.3,1.35,200,3.5,0.01,another-russian-incursion-in-polish-airspace-by-october-31,1853581195073875562270655308222514721353726837556536109880002997942299358481,65520822339416864816750554095948480785151705278414087046208664113534097125857,0x3872a48f355f2ea7e345b9ce99e0f8b1b2752db77c1ccc3828a375c5d2cac884
Will Omnicom Group (OMC) beat quarterly earnings?,Yes,No,False,0.030000000000000027,0.85,0.88,10,1.8,1.34,1.55,1.57,200,3.5,0.01,omc-quarterly-earnings-nongaap-eps-2025-10-14-2pt17,114934263313722638572792825747263771516608632964078337497582141979190117883037,52514440330182880925602822692350868751896570248708953479976051297002658811620,0xf6e24791df46f2dfb069dd01e3031db44976f8c9ea91960691a3b6649dfcacfe
Will Eric Adams endorse Mamdani?,Yes,No,False,0.002999999999999999,0.01,0.013,10,0.8,0.49,0.63,0.64,200,3.5,0.001,will-eric-adams-endorse-mamdani,26013239510563461103004871048002063464071980685752030966719733892656241767315,26444288777047333127793572251543579696729078762262535371200370170546625999163,0x5c4009ad8f554cba5a0cce4de0ff892abf82ddb13f20c80ac4a3232e72ee97db
Will Trump sell 101-1k Gold Cards in 2025?,Yes,No,True,0.019000000000000003,0.076,0.095,10,0.4,0.52,0.46,0.46,100,3.5,0.001,will-trump-sell-101-1k-gold-cards-in-2025,32681982460939915459180175286164822094994116557339193336028658528484505041060,54386564716352945323854636664394465936433135854596570337224542461183985937166,0x635e9e233a8a58b771d845c90a51d21602b7caeabe01c07fa1192cc8e2f72863
Will Citizens Financial Group (CFG) beat quarterly earnings?,Yes,No,False,0.030000000000000027,0.7,0.73,10,1.01,1.03,1.02,1.02,200,3.5,0.01,cfg-quarterly-earnings-gaap-eps-2025-10-15-1pt03,91735190118803244080395327296080735601729778010606404810930585267661554274710,75640699930105559798490063643622739887141814567001897321916253282098701559537,0x46396867efc69c36b9ece504df9b8f9716658e30a0890920ed355b1ca681d9c0
Will Hamnet win Best Picture at the 98th Academy Awards?,Yes,No,True,0.010000000000000009,0.18,0.19,10,0.71,1.14,0.9,0.92,200,3.5,0.01,will-hamnet-win-best-picture-at-the-98th-academy-awards,17781966920345001333694873962725544399622962807536262226327461471000709887625,69810463519685390977705287406030999283280450973077240059184219530164978871715,0xd405c18b0df642e7f06aadf359183cb8208c1ff6b3a3bca3f8206dca2eb9532e
Will Goldman Sachs (GS) beat quarterly earnings?,Yes,No,False,0.010000000000000009,0.89,0.9,10,0.62,0.47,0.54,0.54,200,3.5,0.01,gs-quarterly-earnings-gaap-eps-2025-10-14-10pt47,55874799563926381698021159934362538264948675244469542439845035540057028953210,91771212222297069608932930888737773407561247962546089564930493435960290953474,0x90e3d9debdf680213bd15218b2071aba5cbaa3ed5c937dc5fd88330a07561e1b
Will the Milwaukee Brewers win the 2025 World Series?,Yes,No,True,0.0010000000000000009,0.131,0.132,10,0.02,0.34,0.08,0.18,500,3.5,0.001,will-the-milwaukee-brewers-win-the-2025-world-series,110639331034211011555494771597198453264102513552655183504543971033318419182254,7582347356144402912896158682577588899416264136010115254402830938708557939492,0x93437d03a195e66bef80d55d51786cf5f7b08fde008a54400b97889ecd69f895
Nothing Ever Happens:  Jerome Powell Edition,Yes,No,False,0.010000000000000009,0.22,0.23,10,0.5,0.61,0.55,0.55,200,3.5,0.01,nothing-ever-happens-jerome-powell-edition,5407208651461870135406064789279830422917669359291989055834275898600066736165,109649696810875390813216969200354645039173932620211335725503485746167742768824,0xa377950920e161c15d8b96206848ebe676568380524ce9f8fddefaed00a8a868
Will Bank of America (BAC) beat quarterly earnings?,Yes,No,False,0.020000000000000018,0.86,0.88,10,0.57,0.58,0.57,0.57,200,3.5,0.01,bac-quarterly-earnings-gaap-eps-2025-10-15-0pt93,23063948016349961277405303474692594349590587363280879193534307731927248381377,37654124532427261828623756428489155584339879634402545910621209947223858378106,0xc274f712e56f0be1fa161557c773897784f77fa0cffd238e5561917a9f58b863
Will JPMorgan Chase (JPM) beat quarterly earnings?,Yes,No,False,0.020000000000000018,0.86,0.88,10,0.53,0.77,0.64,0.65,200,3.5,0.01,jpm-quarterly-earnings-gaap-eps-2025-10-14-4pt72,98754763979476913749836485421798738455699730534068631092993638179387710889684,50517809464269538140241776866983180084035597737695216994245808088987428715468,0x47380287d3a4337ac7c6104284c17f3edaed87d5f8a3dbbe2eb4c12e055eb644
Will Google have the top AI model on December 31?,Yes,No,True,0.010000000000000009,0.71,0.72,10,0.95,1.12,1.03,1.04,100,3.5,0.01,which-company-has-best-ai-model-end-of-2025,95439201103958291841222373625424698303339849105476314992984252617398188905150,56700920570772611352447671072645661081247297678677316893421987058530396786756,0x7d98815be880769be11a63b4df815b9bdcbf6ae007a8caaba9a2909816a8d1c6
Will Morgan Stanley (MS) beat quarterly earnings?,Yes,No,False,0.020000000000000018,0.88,0.9,10,0.75,0.81,0.78,0.78,200,3.5,0.01,ms-quarterly-earnings-gaap-eps-2025-10-15-2pt06,73979852414597328121644368325312077716209308983714017590151257461799291302804,32716622636376731315976526198880621406797926938869536657374431078635361050113,0x41010e119c211a44503b83370da7be84bd4e3eee48ee4e836b5958125735d62d
TikTok sale announced by October 31?,Yes,No,False,0.009999999999999995,0.1,0.11,10,1.9,2.42,2.14,2.16,200,3.5,0.01,tiktok-sale-announced-by-october-31,13044863280611742894073419957686319513241714206415178417470449959779045168458,87201807924707745181605831444289735936698026533751908902190029401695380439990,0x923c18fc3717918a566f1f8e907cbd3f9f9b3c386429ef5f56d431b7f374b1c4
Joe Biden arrested by December 31?,Yes,No,False,0.006999999999999999,0.021,0.028,10,0.67,0.44,0.54,0.56,100,3.5,0.001,joe-biden-arrested-by-december-31,11687888163671103592162084849921183482869664924790110790373388258254116010682,41679791925023751525474494120119448638335481841769172898070633111894221751949,0x4f4561f48dfe1a59a6aeec3dbbea2df6c801e3538b388e603700cf3b1da7165f
Will Citigroup (C) beat quarterly earnings?,Yes,No,False,0.019999999999999907,0.8,0.82,10,1.0,1.25,1.12,1.12,200,3.5,0.01,c-quarterly-earnings-gaap-eps-2025-10-14-1pt90,87891854912791817801789653331868164961282387037158328103224881970551475314887,11715627545555345367701326428297368829051348769788631340201587491827281053527,0x84a695aa8e816e99fe1c400b0fceed1c2ec2fc16ac0a674cf8b048e58f11dcff
Will 2 Fed rate cuts happen in 2025?,Yes,No,True,0.03,0.19,0.22,10,1.41,1.3,1.35,1.36,200,3.5,0.01,will-2-fed-rate-cuts-happen-in-2025,11661882248425579028730127122226588074844109517532906275870117904036267401870,61032109452954507190234229613640921045186796600337553837681909605067067778814,0x05af636e0989accb08334a74f69e5368e0aa28fe498fd16a3ca991e6dc5ae2cc
Will Curtis Sliwa drop out?,Yes,No,False,0.009999999999999981,0.23,0.24,10,1.22,1.76,1.47,1.49,100,3.5,0.01,will-curtis-sliwa-drop-out-458,31366799673776056456739452031364678959074439205493426909270800354853174527764,107563153692420962175210320208877477959907590376101342751375588176425259669099,0xa1324f2f9d9bb179df84ba70d1d2785dc58f3bfcfe632038579c97e3eb07271d
Will Domino’s Pizza (DPZ) beat quarterly earnings?,Yes,No,False,0.039999999999999925,0.79,0.83,10,1.58,1.51,1.54,1.54,200,3.5,0.01,dpz-quarterly-earnings-gaap-eps-2025-10-14-3pt96,114014167971110546400912450020455187248962614853235253034093809206183048605634,11855629346278560933303097996186816238636465329561152493172559168463166738003,0xb4fc7085019ffdf2c9c0c70581d16340c4e99b85d091dfbec32340c81785eb62
Will Levi Strauss & Co. (LEVI) beat quarterly earnings?,Yes,No,False,0.010000000000000009,0.95,0.96,10,0.71,0.2,0.38,0.45,200,3.5,0.01,levi-quarterly-earnings-nongaap-eps-2025-10-07-0pt30,51250223986758549516977850613787947064751266418188945125474703643533167788296,39933493326467394671990090011361650300526500848004062026127700094398873752451,0x6e467b16b650c174152daff7c695053121d92dc24bcf3729705649fe4eb7d197
Will Jorge “Tuto” Quiroga win the 2025 Bolivia presidential election?,Yes,No,True,0.010000000000000009,0.42,0.43,10,0.19,0.31,0.24,0.25,200,3.5,0.01,will-jorge-tuto-quiroga-win-the-2025-bolivia-presidential-election,84231719543918739949168851674300755560834986369681132700288399153648639346683,15845616380131170906221083122398619970259433125233355455914871688442603516041,0xc15a24d1576b84a0ae8896d2e2f89d33cf2ab84e20c358269945725204ba2442
Will Rodrigo Paz win the 2025 Bolivia presidential election?,Yes,No,True,0.013999999999999901,0.554,0.568,10,0.07,0.15,0.1,0.11,200,3.5,0.001,will-rodrigo-paz-win-the-2025-bolivia-presidential-election,12159943998507911791501469395630882638732862580679052315228024189193333149988,54655815987492624140785919900164269770103577840693066043173265358006461904000,0x27fa002bf1e91268fa0b4232b3d35892f15f7b6c26af17749a10ec3a8c218b53
Will Wells Fargo (WFC) beat quarterly earnings?,Yes,No,False,0.040000000000000036,0.87,0.91,10,1.08,1.4,1.23,1.24,200,3.5,0.01,wfc-quarterly-earnings-gaap-eps-2025-10-14-1pt53,104392027147118759854225063915560484597219533136200865422241081253138245897764,11499076491863077331795997379596417341377206514943240387137930575913511649606,0x3abde55383b9a88c77ad2c6f51ffa96631c40a56134d117901e690d667daf5d4
Will PepsiCo (PEP) beat quarterly earnings?,Yes,No,False,0.0020000000000000018,0.906,0.908,10,0.29,0.3,0.29,0.3,200,3.5,0.001,pep-quarterly-earnings-nongaap-eps-2025-10-09-2pt26,90396429537936650711394962339316584913038333919022084933134129853130136079801,77959664312800236227338112656900605857918880223372753874170804791029605559868,0x4a84f18a410227e4579a509b346913dde3664ce5f332d77ab37cab7aca1e35bc
Will Trump sell 1-100 Gold Cards in 2025?,Yes,No,True,0.020000000000000018,0.12,0.14,10,2.22,2.67,2.43,2.45,100,3.5,0.01,will-trump-sell-1-100-gold-cards-in-2025,25987107518365239556853698264787345851011501636442282840153957208556838436107,5869230875440850316676083991708984158970476241488867682996115371761564656865,0x820c249986044ad3ab808a4fb401f355a97eeac28d1e905ea37c849700e9cfd4
Will the highest temperature in London be between 62-63°F on October 6?,Yes,No,True,0.001,0.0,0.001,10,0.0,1.13,0.0,0.56,50,3.5,0.001,will-the-highest-temperature-in-london-be-between-62-63f-on-october-6,61636210113574014121604879565883639952884245911345117908010717303943802808142,42832978836565700591079906046293101755773852652677171532095213800063552632804,0x02cc32f770a6ab2390914bc7be5f7ce4b080637bfe71c57dabbbcde5ca83c224
Successful Ukrainian counterattack in Donbass by October 31?,Yes,No,False,0.009999999999999995,0.11,0.12,10,1.6,2.75,2.1,2.17,100,4.5,0.01,successful-ukrainian-counterattack-in-donbass-by-october-31,71146581683864228019790004044438184587551576307113832830383793953028237043371,81665786524506474837582744979924302799846560303868066262035695986019992224198,0xb4d87fbeebddd81ed54bf7c582af2c63d88e2bcc3ebb7dbf661a31b9e6828af5
Will Trump announce Chris Waller as next Fed Chair in 2025?,Yes,No,True,0.006999999999999992,0.112,0.119,10,0.32,0.43,0.37,0.38,20,3.5,0.001,will-trump-announce-chris-waller-as-next-fed-chair-in-2025,110542374554363947035283251049382989846258786662775111474992235188371462408597,95985702199453845710980285819501240310484282808208198287091133639412547961325,0x9be071c683559df0db045846df728daa3b0883133786208cbd7a6636d74b9a32
Will Trump agree to a tariff agreement with Argentina in October?,Yes,No,False,0.03,0.16,0.19,10,2.34,2.27,2.3,2.3,100,4.5,0.01,will-trump-agree-to-a-tariff-agreement-with-argentina-in-october,12711419100186012672461995613860241123715838998225950735638708750659928216393,43134049811627151221948015343433569133836046045324331575232210140104969137013,0xbd54d0ffce432ea816e0d359cea8bad132434db1f95ec6cf2379f98002b75e1b
Will the highest temperature in New York City be between 75-76°F on October 7?,Yes,No,True,0.45,0.04,0.49,10,5.0,5.0,5.0,5.0,50,3.5,0.01,will-the-highest-temperature-in-new-york-city-be-between-75-76f-on-october-7,13398933928136478810151305473762544950244320142504776689399086658503120804384,96873879857594063596380030043730811988237325799166276041205925705133584298606,0x7642a2119ee87d3d277e6d2725eddc6dd0d99757b61749128379ccd6e8a6b76c
The Life of a Showgirl Parlay,Yes,No,False,0.001,0.005,0.006,10,1.93,0.59,1.07,1.26,100,3.5,0.001,the-life-of-a-showgirl-parlay,110654839787386708634336666851197380501890069019065570113582097964354384382265,96434154295432210733334129873755239732107566987847785902149149249960348021474,0xe62b1f1f3c86642373ad4915019f775cdd8eb1f7414eff8e6c645b7b114ea1e0
Will the highest temperature in New York City be 74°F or below on October 7?,Yes,No,True,0.026000000000000002,0.002,0.028,10,3.13,0.66,1.44,1.9,50,3.5,0.001,will-the-highest-temperature-in-new-york-city-be-74f-or-below-on-october-7,12704312084494603491590348894535183842855411958803340876190617319160110134749,50415144418213023539928817091448683248973678613626749803907340175442083566989,0x1e3096d33581506349d65f49f0aa640bbcaba16b645cdbe5ab8497943344f498
Will Israel strike Yemen 1 times by October 31?,Yes,No,True,0.07999999999999996,0.34,0.42,10,5.0,5.0,5.0,5.0,50,4.5,0.01,will-israel-strike-yemen-1-times-by-october-31,52059755643910063959387039209821327396920907266087161596837164120240680704687,34092650979877765221583552093987500126677435651925730793135294489977580079036,0x8b02310f46df5c2a13445973294c82831f63433aa8774082b05b6ca3ab9f56c5
Elon no longer world's richest before 2026?,Yes,No,False,0.010000000000000009,0.22,0.23,10,0.73,1.36,1.0,1.04,100,3.5,0.01,musk-no-longer-richest-person-in-the-world-by-end-of-year,19800873024925147381616024300840251372227147254808142335491422313237502183636,114207730897242319587191499844255330281456578655028366832535927694440556938672,0x3bc785525e9bb8e8f2e64ed116ee8b8169abca30a2beaa1b366365f220dbb1e0
Will the highest temperature in London be 61°F or below on October 6?,Yes,No,True,0.001,0.0,0.001,10,0.0,1.15,0.0,0.57,50,3.5,0.001,will-the-highest-temperature-in-london-be-61f-or-below-on-october-6,76500372329726349879847361290283384620463120269289693272050397165742708603769,90800375527696724239942802853209088048517644505973693182208630893449542803952,0x8a3b0ef2299cbd8fc433207dd5790ff26f894f1f81645acc4d401835c79107f4
Will the Detroit Tigers win the 2025 World Series?,Yes,No,True,0.0030000000000000027,0.071,0.074,10,0.2,0.28,0.24,0.24,500,3.5,0.001,will-the-detroit-tigers-win-the-2025-world-series,76593422245327778648601255410948692128526730914574140720480984933136939938772,61451254282754634072858446345268758804051060314148461822607928382890545876568,0x985c2299ac7dbe5441a350d3f586d66d0b6375949429af56d6065a750ea5030e
Will Trump be impeached in 2025?,Yes,No,False,0.0019999999999999983,0.02,0.022,10,0.11,0.3,0.18,0.2,200,3.5,0.001,will-trump-be-impeached-in-2025,18052230577606093248149969614868413514328621185619579841964821235308576641973,78979903932691084513467810605728687158169414566225121993969016655100163385229,0xb608cf26e1081629f346a99372add130b2b97e7ff74d8396c5cba79e66e4c3bb
Will the highest temperature in New York City be between 76-77°F on October 6?,Yes,No,True,0.06,0.07,0.13,10,3.69,4.01,3.85,3.85,50,3.5,0.01,will-the-highest-temperature-in-new-york-city-be-between-76-77f-on-october-6,23599437381106575365026026112915406612871385169713511386448462806649827917437,18583381309400520260189007060514062198370719249037342576039654288706119093102,0xbc75bc8116be6dcfd430f75833db1a04e573930f04c2e093367df2e4c406a858
Will the GOP use 'Nuclear Option' to break filibuster by October 31?,Yes,No,False,0.009999999999999995,0.08,0.09,10,1.57,1.56,1.56,1.56,100,3.5,0.01,will-the-gop-use-nuclear-option-to-break-filibuster,88442855129885149024543201227706664814661346625493899681030371600726648679805,90914049672221675584037789544241388437515629309789547825807168594824357439359,0x78d1f924d301eeb716f4b0ac04dd9894198851e843b5268178b9e0494329dd02
Will the highest temperature in New York City be 73°F or below on October 6?,Yes,No,True,0.003,0.0,0.003,10,0.0,0.71,0.0,0.36,50,3.5,0.001,will-the-highest-temperature-in-new-york-city-be-73f-or-below-on-october-6,41653492338840392839730018571903085194753115376029330940843860863254288970863,102476342823488529710861269899707766522763991892595757899687879354902925824216,0x7f29b7c93bfebbcd958d05638bba8086849cabc8ef55db8a45b71821485fee57
Will the highest temperature in New York City be between 79-80°F on October 7?,Yes,No,True,0.07,0.33,0.4,10,5.0,5.0,5.0,5.0,50,3.5,0.01,will-the-highest-temperature-in-new-york-city-be-between-79-80f-on-october-7,87508707643501148045761408985985149260218345568670632616096607778502787009804,70144517007390668873156400638922604015306131691441258423915479617698310296449,0x6d1957a9f17f707e2bfda8dd9788f0d83a84882a3305a5c24246773393cb2d39
John Brennan arrested by October 31?,Yes,No,False,0.010000000000000002,0.04,0.05,10,1.49,1.71,1.6,1.6,200,3.5,0.01,john-brennan-arrested-by-october-31,56408883339357025436168070331900278689566438275638157508045621219465324999208,101892949993228057824891744184872717112699329671256849771969622258541136531402,0x2994b7c4581d95761059744aa3e0112b446f46454f864953020a8a70017938aa
Will the highest temperature in New York City be between 82-83°F on October 6?,Yes,No,True,0.14999999999999997,0.14,0.29,10,5.0,5.0,5.0,5.0,50,3.5,0.01,will-the-highest-temperature-in-new-york-city-be-between-82-83f-on-october-6,15923379475719231188133496935944185628838227207873151350631679658378516607779,110697255131396990593094651867865599970693530096168117887698171980039381248673,0xaedc75915e5a94ac7ffac20b906152046057dc620ab12aafb70a601419794a6f
Will the highest temperature in London be between 64-65°F on October 7?,Yes,No,True,0.16,0.23,0.39,10,5.0,5.0,5.0,5.0,50,3.5,0.01,will-the-highest-temperature-in-london-be-between-64-65f-on-october-7,112097104285613333331242800954603255154312160486028747561097321265392439699772,73345737415062192285990512566744599443508710822873833193989810845786083232512,0x15e4b47c674df32c1c621ec42b385f97d585eb567ab4f8a9032e7fe6f7fe4481
Current shutdown longest  in U.S. history?,Yes,No,False,0.010000000000000009,0.24,0.25,10,1.77,0.45,0.89,1.11,200,3.5,0.01,current-shutdown-longest-in-us-history,78691508355780992068126282549196202576337491514195625451037885802091808053529,115464611985681385613397047460311399573726349979908496187306232993334214796843,0x860bf1f8ef6db53cbc9c73f86ef292947f5cf5769827bf1fc0c939be001c19f1
Will the highest temperature in New York City be between 78-79°F on October 6?,Yes,No,True,0.10999999999999999,0.28,0.39,10,5.0,5.0,5.0,5.0,50,3.5,0.01,will-the-highest-temperature-in-new-york-city-be-between-78-79f-on-october-6,19560725002439786729401186731146009188016351642713020019493783134847630820060,58464697617772721467394515943687541259887674317537076421583911304561596167790,0xb6e67362b5af2bf4fb511b6aae20162b4fa7026a25caa22cd5a84d459d05cdbe
Will Israel strike Yemen 0 times by October 31?,Yes,No,True,0.03,0.16,0.19,10,2.25,1.92,2.08,2.08,100,4.5,0.01,will-israel-strike-yemen-0-times-by-october-31,38950743964078585372460610942949248540307330937873341899281927598506326380971,105425585015436710722308974553995818964194442566510229294690326450265417556266,0xdf1a9a3fe267d5627ef9da3c7905ef483d447de599356444c08d13749fada668
Will the Toronto Blue Jays win the 2025 World Series?,Yes,No,True,0.0040000000000000036,0.194,0.198,10,0.25,0.15,0.19,0.2,500,3.5,0.001,will-the-toronto-blue-jays-win-the-2025-world-series,53073524502227239529758050797717252074657724728350459794773727601112889922394,109675886430948727591532495316042727297775060353155231306904758693126574359471,0x4c9ccd1404d105968de9b1ff3226fbafdc0b6e402a26bbcad3a84a1b62296783
Will the highest temperature in London be between 68-69°F on October 6?,Yes,No,True,0.64,0.12,0.76,10,5.0,5.0,5.0,5.0,50,3.5,0.01,will-the-highest-temperature-in-london-be-between-68-69f-on-october-6,7707356992061451237567488073305448354843570935475638965485069031222841364200,67734627577540268914265263453639987663703497401053939820680837642668577033967,0x8fdcd26052bcb4b3d96eba714377f4f0d478236fe619acbca0115c2674c7a614
Will Google Gemini be #1 Free App in the US Apple App Store on October 10?,Yes,No,True,0.019999999999999997,0.04,0.06,10,1.15,2.74,1.78,1.94,100,4.5,0.01,will-google-gemini-be-1-free-app-in-the-us-apple-app-store-on-october-10,69949888786598819696202811078025310469665829411184641109867886937358880430360,43561594317056244995742555618552526466742796906539590340722321394242462459830,0xc82786fb5ee5599314a49ca06f402256407fa0f4e679ca5d5afb8ad368b18e0a
